Customer ID,Name,Surname,Gender,Age,Province,Job Classification,Date Joined,Balance,Cluster
100000042,Diane,Black,Female,35,England,White Collar,01.Feb.15,9695.7,1
200000043,Jake,Morgan,Male,49,Scotland,Blue Collar,01.Feb.15,114021.21,2
400000044,Yvonne,Churchill,Female,22,Northern Ireland,Other,01.Feb.15,107728.07,3
100000045,Dorothy,Johnston,Female,53,England,Other,03.Feb.15,2893.19,0
200000046,Lisa,Berry,Female,47,Scotland,Other,03.Feb.15,54589.61,2
200000047,Leah,Nolan,Female,32,Scotland,Other,03.Feb.15,59501.63,3
400000048,Carolyn,Lewis,Female,19,Northern Ireland,Other,08.Feb.15,14337.82,1
100000049,Simon,Ball,Male,27,England,White Collar,12.Feb.15,23921.89,1
100000050,Charles,Nolan,Male,39,England,White Collar,12.Feb.15,39034.14,1
100000051,Sophie,Wilkins,Female,29,England,Blue Collar,12.Feb.15,1401.43,1
100000052,Kimberly,James,Female,31,England,Blue Collar,12.Feb.15,41626.25,1
100000053,Madeleine,Ellison,Female,37,England,Other,12.Feb.15,47551.7,1
100000054,Irene,MacLeod,Female,32,England,White Collar,12.Feb.15,24187.98,1
100000055,Cameron,Taylor,Male,24,England,White Collar,12.Feb.15,4912.21,1
100000056,Liam,Gibson,Male,40,England,White Collar,12.Feb.15,58391.45,2
100000057,Donna,Knox,Female,33,England,Blue Collar,12.Feb.15,58033.89,3
100000058,Piers,Morgan,Male,44,England,White Collar,12.Feb.15,35831.2,0
100000059,Phil,Randall,Male,39,England,Other,12.Feb.15,1879.85,1
100000060,Ryan,White,Male,47,England,White Collar,12.Feb.15,23375.57,0
100000061,Kylie,Howard,Female,35,England,White Collar,12.Feb.15,4586.23,1
100000062,Fiona,Bell,Female,47,England,Other,12.Feb.15,20336.8,0
100000063,Kevin,Gibson,Male,47,England,White Collar,12.Feb.15,22414.93,0
100000064,Bernadette,Gibson,Female,39,England,White Collar,12.Feb.15,40305.24,1
200000065,Maria,Hughes,Female,50,Scotland,Other,12.Feb.15,18091.36,0
200000066,Piers,Burgess,Male,43,Scotland,Blue Collar,12.Feb.15,20076.8,0
200000067,Dan,Ellison,Male,47,Scotland,Blue Collar,12.Feb.15,5300.47,0
200000068,Lucas,Piper,Male,61,Scotland,Blue Collar,12.Feb.15,7162.43,0
200000069,Jason,Sharp,Male,53,Scotland,Blue Collar,12.Feb.15,35751.37,0
200000070,Kevin,Parr,Male,45,Scotland,Other,12.Feb.15,15013.76,0
200000071,Dan,Mills,Male,49,Scotland,Blue Collar,12.Feb.15,70041.44,2
200000072,Angela,Roberts,Female,51,Scotland,Other,12.Feb.15,35937.38,0
300000073,Hannah,White,Female,36,Wales,White Collar,12.Feb.15,41442.1,1
300000074,Oliver,Simpson,Male,45,Wales,Other,12.Feb.15,36696.92,0
400000075,Olivia,Dowd,Female,30,Northern Ireland,White Collar,12.Feb.15,21.03,1
200000076,Michael,Hemmings,Male,44,Scotland,Blue Collar,24.Feb.15,58237.65,2
100000077,Frank,Brown,Male,38,England,White Collar,09.Mar.15,28509.46,1
100000078,Diane,Simpson,Female,36,England,Other,10.Mar.15,38715.45,1
300000079,Ruth,Mathis,Female,23,Wales,Blue Collar,15.Mar.15,7370.52,1
100000080,David,Peters,Male,34,England,White Collar,16.Mar.15,245.46,1
100000081,Joan,Buckland,Female,36,England,White Collar,16.Mar.15,59935.75,3
100000082,Neil,Robertson,Male,20,England,White Collar,16.Mar.15,11624.36,1
100000083,Paul,Mackay,Male,31,England,Blue Collar,16.Mar.15,9346.66,1
100000084,Dylan,Fraser,Male,42,England,White Collar,16.Mar.15,43770.37,0
100000085,Pippa,Buckland,Female,38,England,White Collar,16.Mar.15,63642.19,3
100000086,Matt,McGrath,Male,39,England,White Collar,16.Mar.15,22831.08,1
100000087,Jack,White,Male,41,England,Other,16.Mar.15,4846.57,0
100000088,Jasmine,Piper,Female,24,England,White Collar,16.Mar.15,71571.52,3
100000089,Michelle,Ellison,Female,24,England,White Collar,16.Mar.15,42409.89,1
100000090,Wanda,Henderson,Female,35,England,White Collar,16.Mar.15,4194.57,1
100000091,Blake,Reid,Male,35,England,White Collar,16.Mar.15,75613.68,3
100000092,Jane,Forsyth,Female,26,England,White Collar,16.Mar.15,28587.08,1
100000093,Dan,Peake,Male,23,England,White Collar,16.Mar.15,14699.05,1
100000094,Lisa,Davies,Female,38,England,Other,16.Mar.15,44034.26,1
100000095,Rebecca,Knox,Female,30,England,White Collar,16.Mar.15,55046.35,3
100000096,Joshua,Slater,Male,28,England,White Collar,16.Mar.15,67479.01,3
100000097,Heather,Wallace,Female,38,England,Blue Collar,16.Mar.15,61890.85,3
100000098,Maria,Johnston,Female,36,England,White Collar,16.Mar.15,1430.6,1
200000099,Robert,May,Male,40,Scotland,Blue Collar,16.Mar.15,5456.86,1
200000100,Carolyn,Robertson,Female,56,Scotland,Other,16.Mar.15,13251.27,0
200000101,Stewart,Lewis,Male,51,Scotland,Blue Collar,16.Mar.15,119014.87,2
200000102,Emma,Piper,Female,44,Scotland,White Collar,16.Mar.15,18829.79,0
200000103,Nicola,Powell,Female,55,Scotland,White Collar,16.Mar.15,35939.04,0
200000104,Diana,McDonald,Female,57,Scotland,Other,16.Mar.15,22686.0,0
200000105,Stephen,Ross,Male,48,Scotland,White Collar,16.Mar.15,85108.08,2
200000106,Ella,Bond,Female,54,Scotland,Other,16.Mar.15,44973.03,0
200000107,Ian,Wilson,Male,36,Scotland,Blue Collar,16.Mar.15,12616.44,1
200000108,Piers,Quinn,Male,48,Scotland,Blue Collar,16.Mar.15,23910.87,0
200000109,Joe,Forsyth,Male,63,Scotland,Other,16.Mar.15,73461.71,2
200000110,Tim,Jones,Male,63,Scotland,Blue Collar,16.Mar.15,26474.23,0
300000111,Sonia,Robertson,Female,25,Wales,Other,16.Mar.15,70799.64,3
300000112,Nathan,Paterson,Male,26,Wales,White Collar,16.Mar.15,20627.65,1
400000113,Tim,Hardacre,Male,29,Northern Ireland,White Collar,16.Mar.15,82229.52,3
400000114,Fiona,Mills,Female,18,Northern Ireland,Other,16.Mar.15,51171.29,3
400000115,Ruth,Oliver,Female,43,Northern Ireland,Blue Collar,16.Mar.15,37889.38,0
100000116,Alison,Johnston,Female,36,England,Other,19.Mar.15,21806.3,1
100000117,Amy,McGrath,Female,40,England,Other,25.Mar.15,12415.5,1
200000118,Adam,McGrath,Male,52,Scotland,Other,28.Mar.15,67682.92,2
100000119,Vanessa,Lyman,Female,18,England,White Collar,31.Mar.15,33524.41,1
100000120,Andrea,Dickens,Female,31,England,White Collar,31.Mar.15,136370.38,3
100000121,Ian,Slater,Male,37,England,White Collar,31.Mar.15,39159.35,1
100000122,Jacob,Payne,Male,25,England,Other,31.Mar.15,3738.1,1
100000123,Harry,Short,Male,50,England,White Collar,31.Mar.15,43234.21,0
100000124,John,Black,Male,39,England,Other,01.Apr.15,111149.47,3
100000125,Jonathan,MacDonald,Male,27,England,White Collar,01.Apr.15,12312.49,1
100000126,Benjamin,Blake,Male,42,England,White Collar,01.Apr.15,55661.5,2
100000127,Emma,Fraser,Female,27,England,White Collar,01.Apr.15,10481.48,1
100000128,Virginia,Berry,Female,41,England,White Collar,01.Apr.15,4347.79,0
100000129,Peter,Pullman,Male,47,England,White Collar,01.Apr.15,15093.04,0
100000130,Alison,MacLeod,Female,27,England,White Collar,01.Apr.15,27738.77,1
100000131,Anna,Wright,Female,41,England,White Collar,01.Apr.15,27557.08,0
100000132,James,Marshall,Male,20,England,Blue Collar,01.Apr.15,9578.65,1
100000133,Ruth,Bower,Female,38,England,White Collar,02.Apr.15,40456.97,1
100000134,Owen,Powell,Male,34,England,Blue Collar,02.Apr.15,44744.24,1
100000135,Piers,King,Male,42,England,White Collar,02.Apr.15,56652.56,2
100000136,Christopher,Mackenzie,Male,26,England,White Collar,02.Apr.15,12994.18,1
100000137,Sarah,Wallace,Female,43,England,White Collar,02.Apr.15,42207.46,0
100000138,Richard,Hemmings,Male,37,England,White Collar,02.Apr.15,10704.25,1
100000139,Nicola,Rampling,Female,40,England,White Collar,02.Apr.15,57140.07,2
200000140,Keith,Harris,Male,57,Scotland,Blue Collar,02.Apr.15,40510.36,0
100000141,Angela,Wright,Female,45,England,White Collar,03.Apr.15,36584.21,0
100000142,Sam,Russell,Male,23,England,White Collar,03.Apr.15,10249.56,1
100000143,Luke,Ball,Male,45,England,Other,03.Apr.15,40379.31,0
100000144,Sean,Bell,Male,26,England,White Collar,03.Apr.15,4539.24,1
100000145,Steven,Ball,Male,37,England,White Collar,04.Apr.15,89120.92,3
100000146,Andrew,Gray,Male,41,England,White Collar,05.Apr.15,51707.8,2
100000147,Jacob,Metcalfe,Male,33,England,White Collar,05.Apr.15,4940.82,1
100000148,Madeleine,Ogden,Female,37,England,White Collar,05.Apr.15,48405.93,1
100000149,Dylan,Davies,Male,33,England,White Collar,05.Apr.15,32467.1,1
100000150,Michelle,Lee,Female,29,England,White Collar,05.Apr.15,4020.51,1
100000151,Connor,Grant,Male,33,England,White Collar,05.Apr.15,5160.27,1
100000152,Justin,Metcalfe,Male,32,England,White Collar,05.Apr.15,51576.88,1
100000153,Elizabeth,Oliver,Female,36,England,White Collar,05.Apr.15,57019.91,3
100000154,Kevin,Powell,Male,46,England,White Collar,05.Apr.15,57365.32,2
100000155,Tim,Arnold,Male,33,England,Blue Collar,05.Apr.15,1455.6,1
100000156,Charles,Roberts,Male,24,England,Other,05.Apr.15,36256.2,1
100000157,Anthony,Cornish,Male,32,England,White Collar,05.Apr.15,24927.39,1
100000158,Michael,Powell,Male,26,England,White Collar,05.Apr.15,1009.69,1
100000159,Lucas,Lawrence,Male,30,England,White Collar,05.Apr.15,21871.43,1
100000160,Alexander,Walker,Male,38,England,White Collar,05.Apr.15,7602.94,1
100000161,Diana,Powell,Female,42,England,White Collar,05.Apr.15,2337.0,0
100000162,Emma,Peters,Female,36,England,Other,05.Apr.15,61541.83,3
100000163,Amanda,Morgan,Female,39,England,White Collar,05.Apr.15,4120.66,1
200000164,Claire,Walsh,Female,59,Scotland,Other,05.Apr.15,67524.87,2
200000165,Paul,Harris,Male,52,Scotland,Blue Collar,05.Apr.15,4371.98,0
200000166,William,Mitchell,Male,51,Scotland,Blue Collar,05.Apr.15,10229.63,0
300000167,Cameron,Ross,Male,24,Wales,Blue Collar,05.Apr.15,19064.65,1
300000168,Pippa,Wilson,Female,30,Wales,White Collar,05.Apr.15,30846.82,1
100000169,Blake,Mills,Male,39,England,Blue Collar,06.Apr.15,71396.66,3
100000170,Natalie,Morrison,Female,32,England,Other,06.Apr.15,3290.79,1
100000171,John,Hughes,Male,38,England,White Collar,06.Apr.15,13181.22,1
100000172,Nicholas,Greene,Male,42,England,Blue Collar,06.Apr.15,62923.29,2
100000173,Hannah,Thomson,Female,26,England,White Collar,06.Apr.15,93353.93,3
100000174,Penelope,Glover,Female,31,England,White Collar,06.Apr.15,46078.71,1
100000175,Max,Stewart,Male,31,England,White Collar,06.Apr.15,15986.62,1
100000176,Wendy,Gill,Female,25,England,White Collar,06.Apr.15,27384.85,1
100000177,Thomas,Bailey,Male,35,England,White Collar,06.Apr.15,70349.32,3
100000178,Dan,Piper,Male,33,England,Blue Collar,06.Apr.15,60748.04,3
100000179,Dan,Metcalfe,Male,24,England,Blue Collar,06.Apr.15,52862.29,3
400000180,Eric,Bower,Male,29,Northern Ireland,Blue Collar,06.Apr.15,20516.51,1
100000181,Mary,Watson,Female,32,England,White Collar,07.Apr.15,99806.54,3
100000182,Austin,Ball,Male,36,England,White Collar,07.Apr.15,21236.23,1
100000183,Christian,Piper,Male,31,England,White Collar,07.Apr.15,115312.87,3
100000184,Peter,McGrath,Male,33,England,Other,07.Apr.15,80564.87,3
100000185,Cameron,Short,Male,40,England,Other,07.Apr.15,21351.4,1
200000186,Sue,Ellison,Female,51,Scotland,Other,07.Apr.15,58953.83,2
100000187,Emma,Parr,Female,46,England,White Collar,08.Apr.15,40685.39,0
100000188,Pippa,Mathis,Female,29,England,White Collar,08.Apr.15,22659.88,1
100000189,Wendy,Morrison,Female,40,England,White Collar,08.Apr.15,9431.04,1
100000190,Vanessa,Avery,Female,25,England,Other,08.Apr.15,58714.66,3
200000191,Jason,Fisher,Male,51,Scotland,Blue Collar,08.Apr.15,1239.6,0
100000192,Oliver,Blake,Male,39,England,White Collar,09.Apr.15,48396.17,1
100000193,Jane,Wright,Female,44,England,Other,10.Apr.15,12283.3,0
100000194,James,McGrath,Male,40,England,White Collar,10.Apr.15,29331.41,1
100000195,Amanda,Young,Female,35,England,White Collar,10.Apr.15,16390.11,1
100000196,Jennifer,Slater,Female,32,England,White Collar,10.Apr.15,87203.66,3
100000197,Blake,Ross,Male,38,England,Blue Collar,11.Apr.15,3141.6,1
100000198,Tim,North,Male,29,England,White Collar,11.Apr.15,2299.26,1
100000199,Jasmine,Terry,Female,31,England,Blue Collar,11.Apr.15,44162.06,1
100000200,Karen,Mackenzie,Female,47,England,White Collar,11.Apr.15,90868.86,2
100000201,Oliver,Dickens,Male,34,England,Other,12.Apr.15,37985.15,1
100000202,Fiona,Underwood,Female,37,England,White Collar,12.Apr.15,54630.38,3
100000203,Yvonne,Arnold,Female,40,England,White Collar,12.Apr.15,60648.52,2
100000204,Fiona,Vance,Female,26,England,White Collar,12.Apr.15,18894.19,1
100000205,Anna,Lee,Female,25,England,Blue Collar,12.Apr.15,79603.36,3
100000206,Wanda,Short,Female,36,England,White Collar,12.Apr.15,109026.81,3
100000207,Blake,Berry,Male,41,England,White Collar,12.Apr.15,73998.37,2
100000208,Phil,Lewis,Male,39,England,White Collar,12.Apr.15,3734.24,1
100000209,Christian,Sharp,Male,39,England,Blue Collar,12.Apr.15,23322.33,1
200000210,Blake,Rutherford,Male,44,Scotland,Blue Collar,12.Apr.15,64482.16,2
100000211,Robert,Wright,Male,39,England,White Collar,13.Apr.15,52505.16,2
100000212,Eric,North,Male,34,England,White Collar,13.Apr.15,16569.82,1
100000213,Tracey,Grant,Female,29,England,Blue Collar,13.Apr.15,21065.22,1
100000214,Faith,McDonald,Female,21,England,Other,13.Apr.15,13487.9,1
100000215,Alan,Murray,Male,39,England,Blue Collar,13.Apr.15,34338.84,1
100000216,Nathan,Turner,Male,38,England,White Collar,13.Apr.15,48146.54,1
100000217,Carolyn,Hart,Female,28,England,White Collar,13.Apr.15,27008.87,1
100000218,Theresa,Grant,Female,29,England,White Collar,14.Apr.15,29907.72,1
100000219,Alexander,Ince,Male,25,England,White Collar,14.Apr.15,31660.86,1
100000220,Maria,Simpson,Female,38,England,Other,14.Apr.15,33509.17,1
100000221,Sally,Arnold,Female,45,England,Blue Collar,14.Apr.15,2575.63,0
100000222,Jessica,Morrison,Female,33,England,White Collar,14.Apr.15,4072.58,1
100000223,Lucas,Langdon,Male,32,England,White Collar,14.Apr.15,15375.41,1
100000224,Christian,Baker,Male,43,England,White Collar,14.Apr.15,18103.72,0
100000225,Piers,White,Male,31,England,White Collar,14.Apr.15,63230.57,3
100000226,Gordon,Fraser,Male,40,England,White Collar,14.Apr.15,9875.43,1
100000227,Connor,Gill,Male,29,England,Other,15.Apr.15,106172.13,3
100000228,Virginia,Howard,Female,37,England,White Collar,15.Apr.15,4611.5,1
100000229,Yvonne,Johnston,Female,36,England,White Collar,15.Apr.15,42635.27,1
100000230,Dan,Terry,Male,42,England,White Collar,15.Apr.15,51923.76,2
100000231,Audrey,McGrath,Female,45,England,White Collar,15.Apr.15,39249.25,0
100000232,Trevor,King,Male,41,England,Blue Collar,15.Apr.15,57762.79,2
100000233,Stewart,Pullman,Male,42,England,White Collar,16.Apr.15,63869.71,2
100000234,Brian,Mackay,Male,42,England,White Collar,16.Apr.15,10199.66,0
100000235,Jessica,James,Female,40,England,White Collar,16.Apr.15,47518.92,2
100000236,Carol,Blake,Female,43,England,White Collar,16.Apr.15,25542.15,0
100000237,Alison,Hudson,Female,43,England,White Collar,16.Apr.15,23887.45,0
300000238,Dorothy,Miller,Female,27,Wales,Other,16.Apr.15,39264.03,1
100000239,Natalie,Welch,Female,35,England,White Collar,17.Apr.15,11880.47,1
100000240,John,Baker,Male,32,England,White Collar,17.Apr.15,50658.95,1
100000241,Oliver,Powell,Male,43,England,White Collar,17.Apr.15,14946.79,0
100000242,Amanda,Rees,Female,34,England,Blue Collar,17.Apr.15,57148.41,3
100000243,Paul,Davies,Male,47,England,Blue Collar,17.Apr.15,116144.95,2
100000244,Brian,Short,Male,39,England,White Collar,17.Apr.15,45135.16,1
100000245,Matt,Graham,Male,31,England,White Collar,17.Apr.15,9867.56,1
100000246,Justin,Paterson,Male,30,England,White Collar,17.Apr.15,4442.71,1
100000247,Claire,Dickens,Female,33,England,White Collar,17.Apr.15,14380.27,1
100000248,James,Miller,Male,37,England,White Collar,17.Apr.15,4263.53,1
100000249,Brandon,Bower,Male,43,England,White Collar,17.Apr.15,32667.33,0
100000250,Amelia,Mathis,Female,30,England,Blue Collar,17.Apr.15,13407.54,1
100000251,Fiona,Jones,Female,33,England,White Collar,17.Apr.15,57127.03,3
100000252,Nicholas,Lyman,Male,30,England,White Collar,17.Apr.15,74588.31,3
100000253,Lauren,Ball,Female,29,England,White Collar,17.Apr.15,41237.66,1
100000254,Stewart,Rees,Male,34,England,White Collar,17.Apr.15,20276.52,1
100000255,Diane,Henderson,Female,36,England,Blue Collar,17.Apr.15,20379.0,1
200000256,Julian,Peake,Male,46,Scotland,Blue Collar,17.Apr.15,29487.25,0
200000257,Justin,Underwood,Male,36,Scotland,Blue Collar,17.Apr.15,79483.58,3
200000258,Owen,McGrath,Male,54,Scotland,Other,17.Apr.15,2112.92,0
200000259,Alison,Taylor,Female,50,Scotland,Other,17.Apr.15,18160.49,0
200000260,Harry,Walsh,Male,45,Scotland,Blue Collar,17.Apr.15,26059.74,0
200000261,Nathan,Howard,Male,47,Scotland,Blue Collar,17.Apr.15,19177.31,0
200000262,Zoe,Clarkson,Female,59,Scotland,Other,17.Apr.15,23550.89,0
200000263,Gabrielle,Marshall,Female,41,Scotland,Other,17.Apr.15,87758.52,2
200000264,Lily,Davies,Female,48,Scotland,Other,17.Apr.15,10577.52,0
200000265,Tim,Sanderson,Male,52,Scotland,Blue Collar,17.Apr.15,45213.63,0
200000266,Karen,Oliver,Female,28,Scotland,Other,17.Apr.15,13162.58,1
200000267,Luke,MacLeod,Male,55,Scotland,Other,17.Apr.15,36993.45,0
300000268,James,Oliver,Male,28,Wales,Blue Collar,17.Apr.15,67180.28,3
300000269,Gabrielle,Powell,Female,42,Wales,Other,17.Apr.15,44094.63,0
300000270,Heather,Black,Female,63,Wales,Other,17.Apr.15,27020.99,0
300000271,Carl,Abraham,Male,30,Wales,White Collar,17.Apr.15,28912.8,1
400000272,Rose,Blake,Female,25,Northern Ireland,White Collar,17.Apr.15,48997.63,1
100000273,Jake,Skinner,Male,41,England,White Collar,18.Apr.15,41250.67,0
100000274,Rose,Russell,Female,34,England,Other,18.Apr.15,111818.28,3
100000275,Victor,Avery,Male,42,England,White Collar,19.Apr.15,10114.95,0
100000276,Brandon,Miller,Male,30,England,Blue Collar,19.Apr.15,14034.12,1
100000277,Maria,Arnold,Female,37,England,White Collar,19.Apr.15,57574.38,3
100000278,Irene,Vaughan,Female,30,England,Blue Collar,19.Apr.15,71596.18,3
100000279,Blake,Alsop,Male,42,England,White Collar,19.Apr.15,32187.62,0
100000280,Stephanie,Ogden,Female,31,England,Other,19.Apr.15,717.13,1
100000281,Sam,Parsons,Male,37,England,Blue Collar,19.Apr.15,103875.81,3
100000282,Theresa,Marshall,Female,29,England,White Collar,20.Apr.15,70403.65,3
100000283,Stephanie,Smith,Female,34,England,White Collar,20.Apr.15,12559.26,1
100000284,Lily,Hughes,Female,30,England,White Collar,20.Apr.15,7136.47,1
100000285,Matt,Black,Male,34,England,White Collar,21.Apr.15,51792.13,1
100000286,Ruth,Lambert,Female,31,England,Other,21.Apr.15,96203.49,3
100000287,Peter,Lyman,Male,41,England,White Collar,21.Apr.15,64731.46,2
100000288,Liam,King,Male,37,England,White Collar,21.Apr.15,37857.0,1
100000289,Olivia,Peake,Female,32,England,White Collar,22.Apr.15,51470.09,1
100000290,Joe,May,Male,40,England,White Collar,22.Apr.15,70357.61,2
100000291,Wanda,Quinn,Female,21,England,White Collar,22.Apr.15,5470.79,1
100000292,Karen,Glover,Female,40,England,White Collar,22.Apr.15,25248.37,1
100000293,Nathan,Bond,Male,45,England,Other,22.Apr.15,65116.98,2
100000294,Brandon,Morgan,Male,27,England,Other,22.Apr.15,23668.42,1
200000295,Tim,Thomson,Male,45,Scotland,Blue Collar,22.Apr.15,16423.75,0
100000296,Penelope,Clarkson,Female,31,England,White Collar,23.Apr.15,50533.23,1
100000297,Sophie,Thomson,Female,33,England,White Collar,23.Apr.15,152.91,1
100000298,Anna,James,Female,26,England,White Collar,23.Apr.15,14758.38,1
100000299,Zoe,Johnston,Female,40,England,White Collar,23.Apr.15,14730.54,1
200000300,Owen,Smith,Male,53,Scotland,Blue Collar,23.Apr.15,64309.53,2
200000301,Joseph,Robertson,Male,41,Scotland,Blue Collar,23.Apr.15,99190.79,3
300000302,William,Wilkins,Male,30,Wales,Blue Collar,23.Apr.15,13597.9,1
100000303,Brian,Russell,Male,42,England,Blue Collar,24.Apr.15,122903.78,3
100000304,Andrea,Jackson,Female,42,England,White Collar,24.Apr.15,30474.69,0
100000305,Kevin,Springer,Male,29,England,White Collar,24.Apr.15,8802.24,1
100000306,Phil,Grant,Male,32,England,White Collar,24.Apr.15,60487.89,3
100000307,Adrian,Hill,Male,33,England,Blue Collar,24.Apr.15,2457.4,1
100000308,John,Campbell,Male,43,England,White Collar,24.Apr.15,33311.31,0
100000309,Alexander,Edmunds,Male,30,England,White Collar,24.Apr.15,21296.27,1
100000310,Felicity,Hodges,Female,33,England,White Collar,24.Apr.15,60876.78,3
100000311,Lucas,Avery,Male,30,England,Blue Collar,25.Apr.15,26572.16,1
100000312,Blake,Hudson,Male,45,England,Blue Collar,25.Apr.15,21150.98,0
100000313,Jessica,Piper,Female,40,England,White Collar,26.Apr.15,65947.69,2
100000314,Nicola,Clarkson,Female,31,England,White Collar,26.Apr.15,86849.17,3
100000315,Peter,Metcalfe,Male,27,England,Other,26.Apr.15,7336.33,1
100000316,Mary,Carr,Female,37,England,White Collar,26.Apr.15,5611.36,1
100000317,Liam,Stewart,Male,35,England,White Collar,26.Apr.15,43790.83,1
100000318,Anna,MacLeod,Female,43,England,Blue Collar,27.Apr.15,1537.23,0
100000319,John,Hemmings,Male,30,England,White Collar,27.Apr.15,23015.54,1
100000320,Ryan,Morrison,Male,34,England,White Collar,27.Apr.15,42984.36,1
100000321,Adam,Sharp,Male,43,England,Blue Collar,27.Apr.15,67809.29,2
100000322,Alison,Lambert,Female,30,England,Other,27.Apr.15,35117.34,1
100000323,Joanne,Fisher,Female,21,England,White Collar,27.Apr.15,45045.19,1
100000324,David,Newman,Male,54,England,White Collar,27.Apr.15,33113.21,0
100000325,Boris,Walker,Male,35,England,Other,28.Apr.15,41080.73,1
100000326,Felicity,North,Female,42,England,White Collar,28.Apr.15,71637.04,2
100000327,Dominic,Miller,Male,40,England,Other,28.Apr.15,7463.59,1
100000328,Megan,Tucker,Female,34,England,White Collar,28.Apr.15,2016.84,1
100000329,Deirdre,Coleman,Female,37,England,White Collar,28.Apr.15,12405.07,1
100000330,Wendy,Turner,Female,31,England,White Collar,28.Apr.15,19933.38,1
100000331,Jonathan,Manning,Male,44,England,White Collar,28.Apr.15,50015.54,2
100000332,Carolyn,Churchill,Female,34,England,White Collar,28.Apr.15,24709.89,1
200000333,David,Morrison,Male,54,Scotland,Blue Collar,28.Apr.15,15859.07,0
100000334,Carolyn,Roberts,Female,33,England,White Collar,29.Apr.15,41128.52,1
100000335,Karen,May,Female,42,England,Blue Collar,29.Apr.15,7583.72,0
100000336,Tracey,Edmunds,Female,36,England,White Collar,29.Apr.15,25132.97,1
100000337,Tracey,Langdon,Female,22,England,White Collar,29.Apr.15,70526.58,3
100000338,Jake,Dyer,Male,42,England,White Collar,29.Apr.15,31273.66,0
200000339,Theresa,Slater,Female,58,Scotland,Other,29.Apr.15,33008.01,0
